segment,segment_name,ranking,Short,Long,numerator_denominator,Table Number,Table Name
37,Aging country town with signs of change,2,P_Asthma_Tot,PERSONS_Asthma_Age_Total_responses,P_Asthma_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
37,Aging country town with signs of change,2,P_25_34_Need_for_assistance,PERSONS_25_34_years_Has_need_for_assistance,P_25_34_Need_for_assistance|P_25_34_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
37,Aging country town with signs of change,2,One_method_Car_as_driver_P,One_method_Car_as_driver_Persons,One_method_Car_as_driver_P|Tot_P,G62,Method of Travel to Work by Sex
37,Aging country town with signs of change,2,P_45_54_Need_for_assistance,PERSONS_45_54_years_Has_need_for_assistance,P_45_54_Need_for_assistance|P_45_54_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
37,Aging country town with signs of change,2,P_35_44_Need_for_assistance,PERSONS_35_44_years_Has_need_for_assistance,P_35_44_Need_for_assistance|P_35_44_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
37,Aging country town with signs of change,3,P_Tot_CommunPersnlSvc_W,PERSONS_Total_Occupation_Community_and_personal_service_workers,P_Tot_CommunPersnlSvc_W|P_Tot_Tot,G60,Occupation by age by Sex
37,Aging country town with signs of change,3,P_35_44_yr_Divorced,PERSONS_35_44_years_Divorced,P_35_44_yr_Divorced|P_35_44_yr_Tot,G05,Registered Marital Status by Age by Sex
37,Aging country town with signs of change,3,P_Tot_Occ_CPS,PERSONS_Total_Occupation_Community_and_personal_service_workers,P_Tot_Occ_CPS|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
37,Aging country town with signs of change,3,F_Heart_disease_75_84,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_75_84_years,F_Heart_disease_75_84|P_Tot_75_84,G19,Type of Long-Term Health Condition by Age by Sex
37,Aging country town with signs of change,3,P_Cert_I_II_Total,PERSONS_Certificate_Level_Certificate_I_and_II_Level_Total,P_Cert_I_II_Total|P_Tot_Total,G49,Highest Non-School Qualification:  Level of Education by Age by Sex
37,Aging country town with signs of change,3,A_5_9_y_Indigenous_P,5_9_years_Aboriginal_and_or_Torres_Strait_Islander_Persons,A_5_9_y_Indigenous_P|A_5_9_y_Tot_P,G07,Indigenous Status by Age by Sex 
37,Aging country town with signs of change,3,A_10_14_y_Indigenous_P,10_14_years_Aboriginal_and_or_Torres_Strait_Islander_Persons,A_10_14_y_Indigenous_P|A_10_14_y_Tot_P,G07,Indigenous Status by Age by Sex 
37,Aging country town with signs of change,3,A_15_19_y_Indigenous_P,15_19_years_Aboriginal_and_or_Torres_Strait_Islander_Persons,A_15_19_y_Indigenous_P|A_15_19_y_Tot_P,G07,Indigenous Status by Age by Sex 
37,Aging country town with signs of change,3,P_3_or_mo_cond_15_24,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_15_24_years,P_3_or_mo_cond_15_24|P_Tot_15_24,G20,Count of Selected Long-Term Health Conditions by Age by Sex
37,Aging country town with signs of change,3,HI_1500_1749_Fam_households,1500_1749_Family_households,HI_1500_1749_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
37,Aging country town with signs of change,3,Korean_FO_B_OS,Korean_Father_only_born_overseas,Korean_FO_B_OS|Korean_Tot_resp,G08,Ancestry by Country of Birth of Parents
37,Aging country town with signs of change,3,Sth_African_FO_B_OS,South_African_Father_only_born_overseas,Sth_African_FO_B_OS|Sth_African_Tot_resp,G08,Ancestry by Country of Birth of Parents
37,Aging country town with signs of change,3,P_3_or_mo_cond_25_34,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_25_34_years,P_3_or_mo_cond_25_34|P_Tot_25_34,G20,Count of Selected Long-Term Health Conditions by Age by Sex
37,Aging country town with signs of change,3,P_LonePsn_85ov,PERSONS_Lone_person_Age_85_years_and_over,P_LonePsn_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
37,Aging country town with signs of change,3,P_Tot_Sales_W,PERSONS_Total_Occupation_Sales_workers,P_Tot_Sales_W|P_Tot_Tot,G60,Occupation by age by Sex
37,Aging country town with signs of change,3,P_LonePnt_45_54,PERSONS_Lone_parent_Age_45_54_years,P_LonePnt_45_54|P_Tot_45_54,G27,Relationship in Household by Age by Sex
37,Aging country town with signs of change,3,P_LonePnt_35_44,PERSONS_Lone_parent_Age_35_44_years,P_LonePnt_35_44|P_Tot_35_44,G27,Relationship in Household by Age by Sex
37,Aging country town with signs of change,3,P_LonePnt_15_24,PERSONS_Lone_parent_Age_15_24_years,P_LonePnt_15_24|P_Tot_15_24,G27,Relationship in Household by Age by Sex
37,Aging country town with signs of change,3,P_Ptn_in_DFM_15_24,PERSONS_Partner_in_de_facto_marriage_Age_15_24_years,P_Ptn_in_DFM_15_24|P_Tot_15_24,G27,Relationship in Household by Age by Sex
37,Aging country town with signs of change,3,P_1m_cond_Tot_55_64,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Total_Age_55_64_years,P_1m_cond_Tot_55_64|P_Tot_55_64,G20,Count of Selected Long-Term Health Conditions by Age by Sex
37,Aging country town with signs of change,3,P_500_649_Tot,PERSONS_500_649_Total,P_500_649_Tot|P_Tot_Tot,G17,Total Personal Income (Weekly) by Age by Sex
37,Aging country town with signs of change,3,P_0_4_yrs_Need_for_assistance,PERSONS_0_4_years_Has_need_for_assistance,P_0_4_yrs_Need_for_assistance|P_0_4_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
37,Aging country town with signs of change,3,P_5_14_Need_for_assistance,PERSONS_5_14_years_Has_need_for_assistance,P_5_14_Need_for_assistance|P_5_14_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
37,Aging country town with signs of change,3,P_20_24_Need_for_assistance,PERSONS_20_24_years_Has_need_for_assistance,P_20_24_Need_for_assistance|P_20_24_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
37,Aging country town with signs of change,3,Christianity_Salvation_Army_P,Christianity_Salvation_Army_Persons,Christianity_Salvation_Army_P|Tot_P,G14,Religious Affiliation by Sex
37,Aging country town with signs of change,3,P_GrpH_Mem_65_74,PERSONS_Group_household_member_Age_65_74_years,P_GrpH_Mem_65_74|P_Tot_65_74,G27,Relationship in Household by Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_65_74_yr_P,Age_groups_65_74_years_Persons,Age_65_74_yr_P|Tot_P_P,G01,Selected Person Characteristics by Sex
38,Primarily coastal retirement and struggling youth,1,P_Dementia_Tot,PERSONS_Dementia_including_Alzheimers_Age_Total_responses,P_Dementia_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Diabetes_Tot,PERSONS_Diabetes_excluding_gestational_diabetes_Age_Total_responses,P_Diabetes_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Heart_disease_Tot,PERSONS_Heart_disease_including_heart_attack_or_angina_Age_Total_responses,P_Heart_disease_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Kidney_disease_Tot,PERSONS_Kidney_disease_Age_Total_responses,P_Kidney_disease_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Lung_cond_Tot,PERSONS_Lung_condition_including_COPD_or_emphysema_Age_Total_responses,P_Lung_cond_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Stroke_Tot,PERSONS_Stroke_Age_Total_responses,P_Stroke_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Other_Tot,PERSONS_Any_other_long_term_health_conditions_Age_Total_responses,P_Other_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_3_or_mo_cond_Tot,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_Total,P_3_or_mo_cond_Tot|P_Tot_Tot,G20,Count of Selected Long-Term Health Conditions by Age by Sex
38,Primarily coastal retirement and struggling youth,1,CANA_HNA_Tot,Core_activity_need_for_assistance_Has_need_for_assistance_Total,CANA_HNA_Tot|CANA_Tot_Tot,G21,Type of Long-Term Health Condition by Selected Person Characteristics
38,Primarily coastal retirement and struggling youth,1,P_Prev_ADF_Ncs_Tot,PERSONS_Has_served_in_the_Australian_Defence_Previously_served_in_the_Australian_Defence_Force_not_currently_serving_Age_Total,P_Prev_ADF_Ncs_Tot|P_Tot_Tot,G22,Australian Defence Force Service by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Tot_ADF_ev_ser_75_84,PERSONS_Has_served_in_the_Australian_Defence_Total_ever_served_Age_75_84_years,P_Tot_ADF_ev_ser_75_84|P_Tot_75_84,G22,Australian Defence Force Service by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Tot_ADF_ev_ser_Tot,PERSONS_Has_served_in_the_Australian_Defence_Total_ever_served_Age_Total,P_Tot_ADF_ev_ser_Tot|P_Tot_Tot,G22,Australian Defence Force Service by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_LonePsn_Tot,PERSONS_Lone_person_Total,P_LonePsn_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_85_ov_Num_chld_evr_brn_3,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_Three_children,P_85_ov_Num_chld_evr_brn_3|P_85ov_Total,G28,Number of Children Ever Born 
38,Primarily coastal retirement and struggling youth,1,CF_no_children_F,Couple_family_with_no_children_Families,CF_no_children_F|CF_Total_F,G29,Family Composition
38,Primarily coastal retirement and struggling youth,1,CF_no_children_P,Couple_family_with_no_children_Persons,CF_no_children_P|CF_Total_P,G29,Family Composition
38,Primarily coastal retirement and struggling youth,1,Tot_cpl_fam_no_child,Total_Couple_family_with_no_children,Tot_cpl_fam_no_child|Tot_Tot,G32,Total Family Income (Weekly) by Family Composition
38,Primarily coastal retirement and struggling youth,1,HI_650_799_Family_households,650_799_Family_households,HI_650_799_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
38,Primarily coastal retirement and struggling youth,1,HI_800_999_Fam_households,800_999_Family_households,HI_800_999_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
38,Primarily coastal retirement and struggling youth,1,HI_1000_1249_Fam_households,1000_1249_Family_households,HI_1000_1249_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
38,Primarily coastal retirement and struggling youth,1,HI_1250_1499_Fam_households,1250_1499_Family_households,HI_1250_1499_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
38,Primarily coastal retirement and struggling youth,1,Num_Psns_UR_1_Total,Number_of_Persons_usually_resident_One_Total,Num_Psns_UR_1_Total|Total_Total,G35,Household Composition by Number of Persons Usually Resident
38,Primarily coastal retirement and struggling youth,1,O_OR_DS_SemiD_ro_or_tce_h_th,Owned_outright_Dwelling_structure_Semi_detached_row_or_terrace_house_townhouse_etc,O_OR_DS_SemiD_ro_or_tce_h_th|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
38,Primarily coastal retirement and struggling youth,1,Se_d_r_or_t_h_t_Tot_NofB_2,Semi_detached_row_or_terrace_house_townhouse_etc_with_Total_Number_of_bedrooms_Two_bedrooms,Se_d_r_or_t_h_t_Tot_NofB_2|Se_d_r_or_t_h_t_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
38,Primarily coastal retirement and struggling youth,1,Tot_Lone_P_H,Total_Lone_person_households,Tot_Lone_P_H|Tot_Tot,G42,Dwelling Structure by Household Composition and Family Composition
38,Primarily coastal retirement and struggling youth,1,non_sch_qual_Advnd_Dip_Dip_P,Highest_non_school_qualifications_Advanced_Diploma_and_Diploma_Level_Persons,non_sch_qual_Advnd_Dip_Dip_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,1,non_sch_qual_Cert3a4_Level_P,Highest_non_school_qualifications_Certificate_Level_Certificate_III_and_IV_Level_Persons,non_sch_qual_Cert3a4_Level_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,1,P_Cancer_Tot,PERSONS_Cancer_including_remission_Age_Total_responses,P_Cancer_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Arthritis_Tot,PERSONS_Arthritis_Age_Total_responses,P_Arthritis_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_1m_cond_Tot_Tot,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Total_Age_Total,P_1m_cond_Tot_Tot|P_Tot_Tot,G20,Count of Selected Long-Term Health Conditions by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Tot_Need_for_assistance,PERSONS_Total_Has_need_for_assistance,P_Tot_Need_for_assistance|P_Tot_Tot,G18,Core Activity Need for Assistance by Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_75_84_yr_P,Age_groups_75_84_years_Persons,Age_75_84_yr_P|Tot_P_P,G01,Selected Person Characteristics by Sex
38,Primarily coastal retirement and struggling youth,1,Age_85ov_P,Age_groups_85_years_and_over_Persons,Age_85ov_P|Tot_P_P,G01,Selected Person Characteristics by Sex
38,Primarily coastal retirement and struggling youth,1,High_yr_schl_comp_Yr_9_eq_P,Highest_year_of_school_completed_Year_9_or_equivalent_Persons,High_yr_schl_comp_Yr_9_eq_P|Tot_P_P,G01,Selected Person Characteristics by Sex
38,Primarily coastal retirement and struggling youth,1,Age_yr_70_74_P,Age_years_70_74_years_Persons,Age_yr_70_74_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_yr_75_79_P,Age_years_75_79_years_Persons,Age_yr_75_79_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_yr_80_84_P,Age_years_80_84_years_Persons,Age_yr_80_84_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_yr_85_89_P,Age_years_85_89_years_Persons,Age_yr_85_89_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_yr_90_94_P,Age_years_90_94_years_Persons,Age_yr_90_94_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_yr_95_99_P,Age_years_95_99_years_Persons,Age_yr_95_99_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Germany_Tot,PERSONS_Germany_Total,P_Germany_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_Netherlands_Tot,PERSONS_Netherlands_Total,P_Netherlands_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
38,Primarily coastal retirement and struggling youth,1,Age_yr_100_yr_over_P,Age_years_100_years_and_over_Persons,Age_yr_100_yr_over_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,1,Christianity_Anglican_P,Christianity_Anglican_Persons,Christianity_Anglican_P|Tot_P,G14,Religious Affiliation by Sex
38,Primarily coastal retirement and struggling youth,1,P_500_649_Tot,PERSONS_500_649_Total,P_500_649_Tot|P_Tot_Tot,G17,Total Personal Income (Weekly) by Age by Sex
38,Primarily coastal retirement and struggling youth,1,P_400_499_Tot,PERSONS_400_499_Total,P_400_499_Tot|P_Tot_Tot,G17,Total Personal Income (Weekly) by Age by Sex
38,Primarily coastal retirement and struggling youth,1,Christianity_Salvation_Army_P,Christianity_Salvation_Army_Persons,Christianity_Salvation_Army_P|Tot_P,G14,Religious Affiliation by Sex
38,Primarily coastal retirement and struggling youth,1,Christinty_Prsbytrin_Refrmd_P,Christianity_Presbyterian_and_Reformed_Persons,Christinty_Prsbytrin_Refrmd_P|Tot_P,G14,Religious Affiliation by Sex
38,Primarily coastal retirement and struggling youth,2,P_Tot_ADF_ev_ser_85_ov,PERSONS_Has_served_in_the_Australian_Defence_Total_ever_served_Age_85_years_and_over,P_Tot_ADF_ev_ser_85_ov|P_Tot_85_ov,G22,Australian Defence Force Service by Age by Sex
38,Primarily coastal retirement and struggling youth,2,Mign_Lvd_Diff_add_5_yrs_ago_P,Migration_Lived_at_different_address_5_years_ago_Persons,Mign_Lvd_Diff_add_5_yrs_ago_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,2,lfs_N_the_labour_force_P,Labour_force_status_Not_in_the_labour_force_Persons,lfs_N_the_labour_force_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,2,lfs_Emplyed_wrked_part_time_P,Labour_force_status_Employed_worked_part_time_Persons,lfs_Emplyed_wrked_part_time_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,2,High_yr_schl_comp_Yr_10_eq_P,Highest_year_of_school_completed_Year_10_or_equivalent_Persons,High_yr_schl_comp_Yr_10_eq_P|Tot_P_P,G01,Selected Person Characteristics by Sex
38,Primarily coastal retirement and struggling youth,2,Age_yr_65_69_P,Age_years_65_69_years_Persons,Age_yr_65_69_P|Tot_P,G04,Age by Sex
38,Primarily coastal retirement and struggling youth,2,OPDs_SD_r_t_h_th_1_sty_Dwgs,Occupied_private_dwellings_Semi_detached_row_or_terrace_house_townhouse_etc_with_One_storey_Dwellings,OPDs_SD_r_t_h_th_1_sty_Dwgs|Total_PDs_Dwellings,G36,Dwelling Structure
38,Primarily coastal retirement and struggling youth,2,P_Scotland_Tot,PERSONS_Scotland_Total,P_Scotland_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
38,Primarily coastal retirement and struggling youth,2,P_Y11e_85ov,PERSONS_Year_11_or_equivalent_Age_85_years_and_over,P_Y11e_85ov|P_Tot_85ov,G16,Highest Year of School Completed by Age by Sex
38,Primarily coastal retirement and struggling youth,2,P_Tot_Sales_W,PERSONS_Total_Occupation_Sales_workers,P_Tot_Sales_W|P_Tot_Tot,G60,Occupation by age by Sex
38,Primarily coastal retirement and struggling youth,2,F_Heart_disease_75_84,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_75_84_years,F_Heart_disease_75_84|P_Tot_75_84,G19,Type of Long-Term Health Condition by Age by Sex
38,Primarily coastal retirement and struggling youth,2,P_LonePsn_85ov,PERSONS_Lone_person_Age_85_years_and_over,P_LonePsn_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
38,Primarily coastal retirement and struggling youth,2,P_80_84_Num_chld_evr_brn_3,Age_group_of_parent_80_84_years_Number_of_children_ever_born_Three_children,P_80_84_Num_chld_evr_brn_3|P_80_84_yrs_Total,G28,Number of Children Ever Born 
38,Primarily coastal retirement and struggling youth,2,HI_1_149_Family_households,1_149_Family_households,HI_1_149_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
38,Primarily coastal retirement and struggling youth,3,P_Ptn_in_DFM_85ov,PERSONS_Partner_in_de_facto_marriage_Age_85_years_and_over,P_Ptn_in_DFM_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
38,Primarily coastal retirement and struggling youth,3,Migtn_Lvd_sme_add_5_yrs_ago_P,Migration_Lived_at_same_address_5_years_ago_Persons,Migtn_Lvd_sme_add_5_yrs_ago_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,3,Migtn_Lvd_same_add_1_yr_ago_P,Migration_Lived_at_same_address_1_year_ago_Persons,Migtn_Lvd_same_add_1_yr_ago_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,3,non_sch_qual_Cert1a2_Level_P,Highest_non_school_qualifications_Certificate_Level_Certificate_I_and_II_Level_Persons,non_sch_qual_Cert1a2_Level_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
38,Primarily coastal retirement and struggling youth,3,P_England_Tot,PERSONS_England_Total,P_England_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
38,Primarily coastal retirement and struggling youth,3,P_80_84_Num_chld_evr_brn_4,Age_group_of_parent_80_84_years_Number_of_children_ever_born_Four_children,P_80_84_Num_chld_evr_brn_4|P_80_84_yrs_Total,G28,Number of Children Ever Born 
38,Primarily coastal retirement and struggling youth,3,P_85_ov_Num_chld_evr_brn_1,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_One_child,P_85_ov_Num_chld_evr_brn_1|P_85ov_Total,G28,Number of Children Ever Born 
38,Primarily coastal retirement and struggling youth,3,HI_400_499_Family_households,400_499_Family_households,HI_400_499_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
38,Primarily coastal retirement and struggling youth,3,M_450_599_Tot,450_599_Total,M_450_599_Tot|Tot_Tot,G38,Mortgage Repayment (Monthly) by Dwelling Structure
38,Primarily coastal retirement and struggling youth,3,M_450_599_Tot,450_599_Total,M_450_599_Tot|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
38,Primarily coastal retirement and struggling youth,3,M_300_449_Tot,300_449_Total,M_300_449_Tot|Tot_Tot,G38,Mortgage Repayment (Monthly) by Dwelling Structure
38,Primarily coastal retirement and struggling youth,3,M_300_449_Tot,300_449_Total,M_300_449_Tot|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
38,Primarily coastal retirement and struggling youth,3,P_85ov_Married_de_facto,PERSONS_85_years_and_over_Married_in_a_de_facto_marriage,P_85ov_Married_de_facto|P_85ov_Total,G06,Social Marital Status by Age by Sex
38,Primarily coastal retirement and struggling youth,3,P_85_ov_Num_chld_evr_brn_4,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_Four_children,P_85_ov_Num_chld_evr_brn_4|P_85ov_Total,G28,Number of Children Ever Born 
38,Primarily coastal retirement and struggling youth,3,P_Y10e_85ov,PERSONS_Year_10_or_equivalent_Age_85_years_and_over,P_Y10e_85ov|P_Tot_85ov,G16,Highest Year of School Completed by Age by Sex
38,Primarily coastal retirement and struggling youth,3,P_45_54_yr_Divorced,PERSONS_45_54_years_Divorced,P_45_54_yr_Divorced|P_45_54_yr_Tot,G05,Registered Marital Status by Age by Sex
38,Primarily coastal retirement and struggling youth,3,Christianity_Tot_P,Christianity_Total_Persons,Christianity_Tot_P|Tot_P,G14,Religious Affiliation by Sex
38,Primarily coastal retirement and struggling youth,3,P_HealthCareSocA_ToT,PERSONS_Health_Care_and_Social_Assistance_Total,P_HealthCareSocA_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
38,Primarily coastal retirement and struggling youth,3,M_600_799_Tot,600_799_Total,M_600_799_Tot|Tot_Tot,G38,Mortgage Repayment (Monthly) by Dwelling Structure
38,Primarily coastal retirement and struggling youth,3,M_600_799_Tot,600_799_Total,M_600_799_Tot|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
38,Primarily coastal retirement and struggling youth,3,P_Y9e_Tot,PERSONS_Year_9_or_equivalent_Total,P_Y9e_Tot|P_Tot_Tot,G16,Highest Year of School Completed by Age by Sex
39,"Poultry, horses and other livestock",1,CF_no_ChU15_a_no_DSs_a_NdCh_F,Couple_family_with_no_children_under_15_and_no_dependent_students_and_with_non_dependent_children_Families,CF_no_ChU15_a_no_DSs_a_NdCh_F|CF_Total_F,G29,Family Composition
39,"Poultry, horses and other livestock",2,Korean_MO_B_OS,Korean_Mother_only_born_overseas,Korean_MO_B_OS|Korean_Tot_resp,G08,Ancestry by Country of Birth of Parents
39,"Poultry, horses and other livestock",2,Tert_Voc_edu_Pt_15_24_P,Tertiary_Vocational_education_including_TAFE_and_private_training_providers_Part_time_student_Aged_15_24_years_Persons,Tert_Voc_edu_Pt_15_24_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
39,"Poultry, horses and other livestock",2,M_45_54y_DUDW_30_h_mo,MALES_45_54_years_Did_unpaid_domestic_work_30_hours_or_more,M_45_54y_DUDW_30_h_mo|M_45_54y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
39,"Poultry, horses and other livestock",2,P_45_49_Num_chld_evr_brn_4,Age_group_of_parent_45_49_years_Number_of_children_ever_born_Four_children,P_45_49_Num_chld_evr_brn_4|P_45_49_yrs_Total,G28,Number of Children Ever Born 
39,"Poultry, horses and other livestock",2,P_70_74_Num_chld_evr_brn_3,Age_group_of_parent_70_74_years_Number_of_children_ever_born_Three_children,P_70_74_Num_chld_evr_brn_3|P_70_74_yrs_Total,G28,Number of Children Ever Born 
39,"Poultry, horses and other livestock",2,CF_ChU15_a_no_DSs_a_NdCh_F,Couple_family_with_children_under_15_and_no_dependent_students_and_with_non_dependent_children_Families,CF_ChU15_a_no_DSs_a_NdCh_F|CF_Total_F,G29,Family Composition
39,"Poultry, horses and other livestock",2,Se_d_r_or_t_h_t_Tot_NofB_1,Semi_detached_row_or_terrace_house_townhouse_etc_with_Total_Number_of_bedrooms_One_bedroom,Se_d_r_or_t_h_t_Tot_NofB_1|Se_d_r_or_t_h_t_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
39,"Poultry, horses and other livestock",3,Maori_FO_B_OS,Maori_Father_only_born_overseas,Maori_FO_B_OS|Maori_Tot_resp,G08,Ancestry by Country of Birth of Parents
39,"Poultry, horses and other livestock",3,P_50_54_Num_chld_evr_brn_4,Age_group_of_parent_50_54_years_Number_of_children_ever_born_Four_children,P_50_54_Num_chld_evr_brn_4|P_50_54_yrs_Total,G28,Number of Children Ever Born 
39,"Poultry, horses and other livestock",3,P_55_59_Num_chld_evr_brn_3,Age_group_of_parent_55_59_years_Number_of_children_ever_born_Three_children,P_55_59_Num_chld_evr_brn_3|P_55_59_yrs_Total,G28,Number of Children Ever Born 
39,"Poultry, horses and other livestock",3,P_65_69_Num_chld_evr_brn_3,Age_group_of_parent_65_69_years_Number_of_children_ever_born_Three_children,P_65_69_Num_chld_evr_brn_3|P_65_69_yrs_Total,G28,Number of Children Ever Born 
39,"Poultry, horses and other livestock",3,Num_MVs_per_dweling_4mo_MVs,Number_of_motor_vehicles_per_dwelling_Four_or_more_motor_vehicles_Dwellings,Num_MVs_per_dweling_4mo_MVs|Total_dwelings,G34,Number of Motor Vehicles by Dwellings
40,"Horticulture, flowers, turf and aquaculture",2,P_85ov_Married_de_facto,PERSONS_85_years_and_over_Married_in_a_de_facto_marriage,P_85ov_Married_de_facto|P_85ov_Total,G06,Social Marital Status by Age by Sex
40,"Horticulture, flowers, turf and aquaculture",2,Maltese_Tot_resp,Maltese_Total_responses,Maltese_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
40,"Horticulture, flowers, turf and aquaculture",2,Christianity_Othr_Christian_P,Christianity_Other_Christian_Persons,Christianity_Othr_Christian_P|Tot_P,G14,Religious Affiliation by Sex
40,"Horticulture, flowers, turf and aquaculture",2,P_Dementia_45_54,PERSONS_Dementia_including_Alzheimers_Age_45_54_years,P_Dementia_45_54|P_Tot_45_54,G19,Type of Long-Term Health Condition by Age by Sex
